Symbol,Series,Security Name,Band,Remarks
ZENITHSTL,EQ,ZENITH STEEL PIPES & INDUSTRIES LIMITED,10,"-"
ZENTEC,EQ,ZEN TECHNOLOGIES LIMITED,10,"-"
ZODIAC,EQ,ZODIAC ENERGY LIMITED,10,"-"
ZODIACLOTH,EQ,ZODIAC CLOTHING COMPANY LIMITED,10,"-"
20MICRONS,EQ,20 MICRONS LIMITED,20,"-"
360ONE,EQ,360 ONE WAM LIMITED,20,"-"
3IINFOLTD,EQ,3I INFOTECH LIMITED,20,"-"
3MINDIA,EQ,3M INDIA LIMITED,20,"-"
5PAISA,EQ,5PAISA CAPITAL LIMITED,20,"-"
AAATECH,EQ,AAA TECHNOLOGIES LIMITED,20,"-"
AAKASH,EQ,AAKASH EXPLORATION SERVICES LIMITED,20,"-"
AARON,EQ,AARON INDUSTRIES LIMITED,20,"-"
AARTIDRUGS,EQ,AARTI DRUGS LIMITED,20,"-"
AARTIPHARM,EQ,AARTI PHARMALABS LIMITED,20,"-"
AARVI,EQ,AARVI ENCON LIMITED,20,"-"
AATMAJ,SM,AATMAJ HEALTHCARE LIMITED,20,"-"
AAVAS,EQ,AAVAS FINANCIERS LIMITED,20,"-"
ABGSEC,EQ,ADITYABIRLASUNLIFEMF-ADITYA BIRLA SUN LIFE CRISIL BROAD BASED GILT ETF,20,"-"
ABINFRA,EQ,A B INFRABUILD LIMITED,20,"-"
ABNINT,IT,A B N INTERCORP LIMITED,20,"-"
ABREL,EQ,ADITYA BIRLA REAL ESTATE LIMITED,20,"-"
ABSLAMC,EQ,ADITYA BIRLA SUN LIFE AMC LIMITED,20,"-"
ABSLBANETF,EQ,ADITYA BIRLA SUN LIFE NIFTY BANK ETF,20,"-"
ABSLLIQUID,EQ,ADITYA BIRLA SUN LIFE CRISIL LIQUID OVERNIGHT ETF,20,"-"
ABSLNN50ET,EQ,ADITYA BIRLA SUN LIFE NIFTY NEXT 50 ETF,20,"-"
ABSLPSE,EQ,ADITYA BIRLA SUN LIFE MUTUAL FUND-ADITYA BIRLA SUN LIFE NIFTY PSE ETF,20,"-"
ACCELYA,EQ,ACCELYA SOLUTIONS INDIA LIMITED,20,"-"
ACCENTMIC,SM,ACCENT MICROCELL LIMITED,20,"-"
ACCURACY,EQ,ACCURACY SHIPPING LIMITED,20,"-"
ACE,EQ,ACTION CONSTRUCTION EQUIPMENT LIMITED,20,"-"
ACEINTEG,EQ,ACE INTEGRATED SOLUTIONS LIMITED,20,"-"
ACI,EQ,ARCHEAN CHEMICAL INDUSTRIES LIMITED,20,"-"
ACLGATI,EQ,ALLCARGO GATI LIMITED,20,"-"
ADANIPOWER,EQ,ADANI POWER LIMITED,20,"-"
ADFFOODS,EQ,ADF FOODS LIMITED,20,"-"
ADORWELD,EQ,ADOR WELDING LIMITED,20,"-"
ADSL,EQ,ALLIED DIGITAL SERVICES LIMITED,20,"-"
ADVANIHOTR,EQ,ADVANI HOTELS & RESORTS (INDIA) LIMITED,20,"-"
ADVENZYMES,EQ,ADVANCED ENZYME TECHNOLOGIES LIMITED,20,"-"
AEGISLOG,EQ,AEGIS LOGISTICS LIMITED,20,"-"
AEROFLEX,EQ,AEROFLEX INDUSTRIES LIMITED,20,"-"
AERON,SM,AERON COMPOSITE LIMITED,20,"-"
AESTHETIK,SM,AESTHETIK ENGINEERS LIMITED,20,"-"
AFCONS,EQ,AFCONS INFRASTRUCTURE LIMITED,20,"-"
AFFLE,EQ,AFFLE (INDIA) LIMITED,20,"-"
AFFORDABLE,EQ,AFFORDABLE ROBOTIC & AUTOMATION LIMITED,20,"-"
AFIL,EQ,AKME FINTRADE (INDIA) LIMITED,20,"-"
AGARIND,EQ,AGARWAL INDUSTRIAL CORPORATION LIMITED,20,"-"
AGARWALEYE,EQ,DR. AGARWAL'S HEALTH CARE LIMITED,20,"-"
AGARWALTUF,SM,AGARWAL TOUGHENED GLASS INDIA LIMITED,20,"-"
AGI,EQ,AGI GREENPAC LIMITED,20,"-"
AGIIL,EQ,AGI INFRA LIMITED,20,"-"
AGRITECH,EQ,AGRI-TECH (INDIA) LIMITED,20,"-"
AGROPHOS,EQ,AGRO PHOS INDIA LIMITED,20,"-"
AHLADA,EQ,AHLADA ENGINEERS LIMITED,20,"-"
AHLEAST,EQ,ASIAN HOTELS (EAST) LIMITED,20,"-"
AHLUCONT,EQ,AHLUWALIA CONTRACTS (INDIA) LIMITED,20,"-"
AIAENG,EQ,AIA ENGINEERING LIMITED,20,"-"
AIIL,EQ,AUTHUM INVESTMENT & INFRASTRUCTURE LIMITED,20,"-"
AIRAN,EQ,AIRAN LIMITED,20,"-"
AIROLAM,EQ,AIRO LAM LIMITED,20,"-"
AJANTPHARM,EQ,AJANTA PHARMA LIMITED,20,"-"
AJMERA,EQ,AJMERA REALTY & INFRA INDIA LIMITED,20,"-"
AKASH,EQ,AKASH INFRA PROJECTS LIMITED,20,"-"
AKG,EQ,AKG EXIM LIMITED,20,"-"
AKIKO,SM,AKIKO GLOBAL SERVICES LIMITED,20,"-"
AKSHARCHEM,EQ,AKSHARCHEM INDIA LIMITED,20,"-"
AKZOINDIA,EQ,AKZO NOBEL INDIA LIMITED,20,"-"
ALANKIT,EQ,ALANKIT LIMITED,20,"-"
ALBERTDAVD,EQ,ALBERT DAVID LIMITED,20,"-"
ALEMBICLTD,EQ,ALEMBIC LIMITED,20,"-"
ALICON,EQ,ALICON CASTALLOY LIMITED,20,"-"
ALIVUS,EQ,ALIVUS LIFE SCIENCES LIMITED,20,"-"
ALKALI,EQ,ALKALI METALS LIMITED,20,"-"
ALKYLAMINE,EQ,ALKYL AMINES CHEMICALS LIMITED,20,"-"
ALLCARGO,EQ,ALLCARGO LOGISTICS LIMITED,20,"-"
ALLDIGI,EQ,ALLDIGI TECH LIMITED,20,"-"
ALLETEC,SM,ALL E TECHNOLOGIES LIMITED,20,"-"
ALOKINDS,EQ,ALOK INDUSTRIES LIMITED,20,"-"
ALPA,EQ,ALPA LABORATORIES LIMITED,20,"-"
ALPHA,EQ,KOTAK MAHINDRA MUTUAL FUND - KOTAK NIFTY ALPHA 50 ETF,20,"-"
ALPHAETF,EQ,MIRAE ASSET MUTUAL FUND - MIRAE ASSET NIFTY 200 ALPHA 30 ETF,20,"-"
ALPL30IETF,EQ,ICICI PRUDENTIAL NIFTY ALPHA LOW VOLATILITY 30 ETF,20,"-"
AMBER,EQ,AMBER ENTERPRISES INDIA LIMITED,20,"-"
AMBEY,SM,AMBEY LABORATORIES LIMITED,20,"-"
AMBICAAGAR,EQ,AMBICA AGARBATHIES & AROMA INDUSTRIES LIMITED,20,"-"
AMBIKCO,EQ,AMBIKA COTTON MILLS LIMITED,20,"-"
AMDIND,EQ,AMD INDUSTRIES LIMITED,20,"-"
AMIABLE,SM,AMIABLE LOGISTICS (INDIA) LIMITED,20,"-"
AMIORG,EQ,AMI ORGANICS LIMITED,20,"-"
AMJLAND,EQ,AMJ LAND HOLDINGS LIMITED,20,"-"
AMNPLST,EQ,AMINES & PLASTICIZERS LIMITED,20,"-"
AMRUTANJAN,EQ,AMRUTANJAN HEALTH CARE LIMITED,20,"-"
ANANDRATHI,EQ,ANAND RATHI WEALTH LIMITED,20,"-"
ANDHRAPAP,EQ,ANDHRA PAPER LIMITED,20,"-"
ANDHRSUGAR,EQ,THE ANDHRA SUGARS LIMITED,20,"-"
ANMOL,EQ,ANMOL INDIA LIMITED,20,"-"
ANNAPURNA,SM,ANNAPURNA SWADISHT LIMITED,20,"-"
ANUHPHR,EQ,ANUH PHARMA LIMITED,20,"-"
ANUP,EQ,THE ANUP ENGINEERING LIMITED,20,"-"
ANURAS,EQ,ANUPAM RASAYAN INDIA LIMITED,20,"-"
ANURAS,W1,ANUPAM RASAYAN INDIA LIMITED,20,"-"
ANYA,SM,ANYA POLYTECH & FERTILIZERS LIMITED,20,"-"
ANZEN,IV,ANZEN INDIA ENERGY YIELD PLUS TRUST,20,"-"
APCL,EQ,ANJANI PORTLAND CEMENT LIMITED,20,"-"
APCOTEXIND,EQ,APCOTEX INDUSTRIES LIMITED,20,"-"
APEX,EQ,APEX FROZEN FOODS LIMITED,20,"-"
APEXECO,SM,APEX ECOTECH LIMITED,20,"-"
APLLTD,EQ,ALEMBIC PHARMACEUTICALS LIMITED,20,"-"
APOLLO,EQ,APOLLO MICRO SYSTEMS LIMITED,20,"-"
APOLLOPIPE,EQ,APOLLO PIPES LIMITED,20,"-"
APOLSINHOT,EQ,APOLLO SINDOORI HOTELS LIMITED,20,"-"
APTECHT,EQ,APTECH LIMITED,20,"-"
APTUS,EQ,APTUS VALUE HOUSING FINANCE INDIA LIMITED,20,"-"
ARABIAN,SM,ARABIAN PETROLEUM LIMITED,20,"-"
ARCHIDPLY,EQ,ARCHIDPLY INDUSTRIES LIMITED,20,"-"
ARE&M,EQ,AMARA RAJA ENERGY & MOBILITY LIMITED,20,"-"
ARHAM,SM,ARHAM TECHNOLOGIES LIMITED,20,"-"
ARIHANTACA,SM,ARIHANT ACADEMY LIMITED,20,"-"
ARIHANTCAP,EQ,ARIHANT CAPITAL MARKETS LIMITED,20,"-"
ARIHANTSUP,EQ,ARIHANT SUPERSTRUCTURES LIMITED,20,"-"
ARISTO,SM,ARISTO BIO-TECH AND LIFESCIENCE LIMITED,20,"-"
ARKADE,EQ,ARKADE DEVELOPERS LIMITED,20,"-"
ARMANFIN,EQ,ARMAN FINANCIAL SERVICES LIMITED,20,"-"
AROGRANITE,EQ,ARO GRANITE INDUSTRIES LIMITED,20,"-"
ARTEMISMED,EQ,ARTEMIS MEDICARE SERVICES LIMITED,20,"-"
ARVIND,EQ,ARVIND LIMITED,20,"-"
ARVINDFASN,EQ,ARVIND FASHIONS LIMITED,20,"-"
ARVSMART,EQ,ARVIND SMARTSPACES LIMITED,20,"-"
ASAHIINDIA,EQ,ASAHI INDIA GLASS LIMITED,20,"-"
ASAHISONG,EQ,ASAHI SONGWON COLORS LIMITED,20,"-"
ASAL,EQ,AUTOMOTIVE STAMPINGS AND ASSEMBLIES LIMITED,20,"-"
ASALCBR,EQ,ASSOCIATED ALCOHOLS & BREWERIES LTD.,20,"-"
ASHALOG,SM,ASHAPURA LOGISTICS LIMITED,20,"-"
ASHIANA,EQ,ASHIANA HOUSING LIMITED,20,"-"
ASHIMASYN,EQ,ASHIMA LIMITED,20,"-"
ASHOKA,EQ,ASHOKA BUILDCON LIMITED,20,"-"
ASHOKAMET,EQ,ASHOKA METCAST LIMITED,20,"-"
ASIANENE,EQ,ASIAN ENERGY SERVICES LIMITED,20,"-"
ASIANTILES,EQ,ASIAN GRANITO INDIA LIMITED,20,"-"
ASPINWALL,EQ,ASPINWALL AND COMPANY LIMITED,20,"-"
ASTEC,EQ,ASTEC LIFESCIENCES LIMITED,20,"-"
ASTERDM,EQ,ASTER DM HEALTHCARE LIMITED,20,"-"
ASTRAMICRO,EQ,ASTRA MICROWAVE PRODUCTS LIMITED,20,"-"
ASTRAZEN,EQ,ASTRAZENECA PHARMA INDIA LIMITED,20,"-"
ATAM,EQ,ATAM VALVES LIMITED,20,"-"
ATFL,EQ,AGRO TECH FOODS LIMITED,20,"-"
ATL,EQ,ALLCARGO TERMINALS LIMITED,20,"-"
ATULAUTO,EQ,ATUL AUTO LIMITED,20,"-"
AURIONPRO,EQ,AURIONPRO SOLUTIONS LIMITED,20,"-"
AUROIMPEX,SM,AURO IMPEX & CHEMICALS LIMITED,20,"-"
AURUM,EQ,AURUM PROPTECH LIMITED,20,"-"
AURUMPP1,E1,AURUM PROPTECH LIMITED,20,"-"
AUSL,SM,ADITYA ULTRA STEEL LIMITED,20,"-"
AUTOAXLES,EQ,AUTOMOTIVE AXLES LIMITED,20,"-"
AUTOBEES,EQ,NIPPON INDIA MUTUAL FUND - NIPPON INDIA NIFTY AUTO ETF,20,"-"
AUTOIETF,EQ,ICICI PRUDENTIAL MUTUAL FUND - ICICI PRUDENTIAL  NIFTY AUTO ETF,20,"-"
AUTOIND,EQ,AUTOLINE INDUSTRIES LIMITED,20,"-"
AVADHSUGAR,EQ,AVADH SUGAR & ENERGY LIMITED,20,"-"
AVANTEL,EQ,AVANTEL LIMITED,20,"-"
AVANTIFEED,EQ,AVANTI FEEDS LIMITED,20,"-"
AVL,EQ,ADITYA VISION LIMITED,20,"-"
AVTNPL,EQ,AVT NATURAL PRODUCTS LIMITED,20,"-"
AWFIS,EQ,AWFIS SPACE SOLUTIONS LIMITED,20,"-"
AWHCL,EQ,ANTONY WASTE HANDLING CELL LIMITED,20,"-"
AXISBNKETF,EQ,AXIS MUTUAL FUND - AXIS NIFTY BANK ETF,20,"-"
AXISBPSETF,EQ,AXIS MUTUAL FUND - AXIS NIFTY AAA BOND PLUS SDL APR 2026 50-50 ETF,20,"-"
AXISCETF,EQ,AXIS MUTUAL FUND - AXIS NIFTY INDIA CONSUMPTION ETF,20,"-"
AXISGOLD,EQ,AXIS MUTUAL FUND - AXIS GOLD ETF,20,"-"
AXISHCETF,EQ,AXIS MUTUAL FUND - AXIS NIFTY HEALTHCARE ETF,20,"-"
AXISILVER,EQ,AXIS MUTUAL FUND - AXIS SILVER ETF,20,"-"
AXISNIFTY,EQ,AXIS MUTUAL FUND - AXIS NIFTY 50 ETF,20,"-"
AXISTECETF,EQ,AXIS MUTUAL FUND - AXIS NIFTY IT ETF,20,"-"
AXITA,EQ,AXITA COTTON LIMITED,20,"-"
AXSENSEX,EQ,AXIS MUTUAL FUND - AXIS S&P BSE SENSEX ETF,20,"-"
AZAD,EQ,AZAD ENGINEERING LIMITED,20,"-"
BABAFP,SM,BABA FOOD PROCESSING (INDIA) LIMITED,20,"-"
BAIDFIN,EQ,BAID FINSERV LIMITED,20,"-"
BAJAJCON,EQ,BAJAJ CONSUMER CARE LIMITED,20,"-"
BAJAJELEC,EQ,BAJAJ ELECTRICALS LIMITED,20,"-"
BAJAJHCARE,EQ,BAJAJ HEALTHCARE LIMITED,20,"-"
BAJAJHIND,EQ,BAJAJ HINDUSTHAN SUGAR LIMITED,20,"-"
BAJAJHLDNG,EQ,BAJAJ HOLDINGS & INVESTMENT LIMITED,20,"-"
BAJEL,EQ,BAJEL PROJECTS LIMITED,20,"-"
BALAJEE,EQ,SHREE TIRUPATI BALAJEE AGRO TRADING COMPANY LIMITED,20,"-"
BALAMINES,EQ,BALAJI AMINES LIMITED,20,"-"
BALAXI,EQ,BALAXI PHARMACEUTICALS LIMITED,20,"-"
BALKRISHNA,EQ,BALKRISHNA PAPER MILLS LIMITED,20,"GSM STAGE - 0"
BALMLAWRIE,EQ,BALMER LAWRIE & COMPANY LIMITED,20,"-"
BALPHARMA,EQ,BAL PHARMA LIMITED,20,"-"
BALRAMCHIN,EQ,BALRAMPUR CHINI MILLS LIMITED,20,"-"
BALUFORGE,EQ,BALU FORGE INDUSTRIES LIMITED,20,"-"
BANARISUG,EQ,BANNARI AMMAN SUGARS LIMITED,20,"-"
BANCOINDIA,EQ,BANCO PRODUCTS (I) LIMITED,20,"-"
BANKA,EQ,BANKA BIOLOO LIMITED,20,"-"
BANKBEES,EQ,NIPPON INDIA ETF NIFTY BANK BEES,20,"-"
BANKBETF,EQ,BAJAJ FINSERV MUTUAL FUND - BAJAJ FINSERV NIFTY BANK ETF,20,"-"
BANKETF,EQ,MIRAE ASSET MUTUAL FUND - MIRAE ASSET NIFTY BANK ETF,20,"-"
BANKETFADD,EQ,DSP  MUTUAL FUND - DSP NIFTY BANK ETF,20,"-"
BANKIETF,EQ,ICICI PRUDENTIAL NIFTY BANK ETF - NIFTY BANK INDEX,20,"-"
BANKNIFTY1,EQ,KOTAK NIFTY BANK ETF,20,"-"
BANKPSU,EQ,MIRAE ASSET MUTUAL FUND - MIRAE ASSET NIFTY PSU BANK ETF,20,"-"
BANSWRAS,EQ,BANSWARA SYNTEX LIMITED,20,"-"
BARBEQUE,EQ,BARBEQUE NATION HOSPITALITY LIMITED,20,"-"
BARFLEX,SM,BARFLEX POLYFILMS LIMITED,20,"-"
BASF,EQ,BASF INDIA LIMITED,20,"-"
BASML,EQ,BANNARI AMMAN SPINNING MILLS LIMITED,20,"-"
BAWEJA,SM,BAWEJA STUDIOS LIMITED,20,"-"
BAYERCROP,EQ,BAYER CROPSCIENCE LIMITED,20,"-"
BBETF0432,EQ,EDELWEISS MUTUAL FUND - BHARAT BOND ETF - APRIL 2032 - GROWTH,20,"-"
BBL,EQ,BHARAT BIJLEE LIMITED,20,"-"
BBNPNBETF,EQ,BARODA BNP PARIBAS MUTUAL FUND- BARODA BNP PARIBAS NIFTY BANK ETF,20,"-"
BBNPPGOLD,EQ,BARODA BNP PARIBAS MUTUAL FUND - BARODA BNP PARIBAS GOLD ETF,20,"-"
BBTC,EQ,BOMBAY BURMAH TRADING CORPORATION LIMITED,20,"-"
BBTCL,EQ,B&B TRIPLEWALL CONTAINERS LIMITED,20,"-"
BCLIND,EQ,BCL INDUSTRIES LIMITED,20,"-"
BCONCEPTS,EQ,BRAND CONCEPTS LIMITED,20,"-"
BDL,EQ,BHARAT DYNAMICS LIMITED,20,"-"
BEACON,SM,BEACON TRUSTEESHIP LIMITED,20,"-"
BEARDSELL,EQ,BEARDSELL LIMITED,20,"-"
BECTORFOOD,EQ,MRS. BECTORS FOOD SPECIALITIES LIMITED,20,"-"
BEDMUTHA,EQ,BEDMUTHA INDUSTRIES LIMITED,20,"-"
BEML,EQ,BEML LIMITED,20,"-"
BEPL,EQ,BHANSALI ENGINEERING POLYMERS LIMITED,20,"-"
BETA,SM,BETA DRUGS LIMITED,20,"-"
BFINVEST,EQ,BF INVESTMENT LIMITED,20,"-"
BFSI,EQ,MIRAE ASSET MUTUAL FUND - MIRAE ASSET NIFTY FINANCIAL SERVICES ETF,20,"-"
BFUTILITIE,EQ,BF UTILITIES LIMITED,20,"-"
BHAGCHEM,EQ,BHAGIRADHA CHEMICALS & INDUSTRIES LIMITED,20,"-"
BHAGERIA,EQ,BHAGERIA INDUSTRIES LIMITED,20,"-"
BHAGYANGR,EQ,BHAGYANAGAR INDIA LIMITED,20,"-"
BHALCHANDR,IT,BHALCHANDRAM CLOTHING LIMITED,20,"-"
BHANDARI,EQ,BHANDARI HOSIERY EXPORTS LIMITED,20,"-"
BHARATGEAR,EQ,BHARAT GEARS LIMITED,20,"-"
BHARATRAS,EQ,BHARAT RASAYAN LIMITED,20,"-"
BHARATWIRE,EQ,BHARAT WIRE ROPES LIMITED,20,"-"
BHARTIHEXA,EQ,BHARTI HEXACOM LIMITED,20,"-"
BIGBLOC,EQ,BIGBLOC CONSTRUCTION LIMITED,20,"-"
BIKAJI,EQ,BIKAJI FOODS INTERNATIONAL LIMITED,20,"-"
BIOFILCHEM,EQ,BIOFIL CHEMICALS & PHARMACEUTICALS LIMITED,20,"-"
BIRET,RR,BROOKFIELD INDIA REAL ESTATE TRUST,20,"-"
BIRLACABLE,EQ,BIRLA CABLE LIMITED,20,"-"
BIRLACORPN,EQ,BIRLA CORPORATION LIMITED,20,"-"
BLAL,EQ,BEML LAND ASSETS LIMITED,20,"-"
BLBLIMITED,EQ,BLB LIMITED,20,"-"
BLISSGVS,EQ,BLISS GVS PHARMA LIMITED,20,"-"
BLKASHYAP,EQ,B. L. KASHYAP AND SONS LIMITED,20,"-"
BLS,EQ,BLS INTERNATIONAL SERVICES LIMITED,20,"-"
BLSE,EQ,BLS E-SERVICES LIMITED,20,"-"
BLUEDART,EQ,BLUE DART EXPRESS LIMITED,20,"-"
BLUEPEBBLE,SM,BLUE PEBBLE LIMITED,20,"-"
BLUESTARCO,EQ,BLUE STAR LIMITED,20,"-"
BMETRICS,SM,BOMBAY METRICS SUPPLY CHAIN LIMITED,20,"-"
BODALCHEM,EQ,BODAL CHEMICALS LIMITED,20,"-"
BOMDYEING,EQ,BOMBAY DYEING & MFG COMPANY LIMITED,20,"-"
BOROLTD,EQ,BOROSIL LIMITED,20,"-"
BOROSCI,EQ,BOROSIL SCIENTIFIC LIMITED,20,"-"
BPL,EQ,BPL LIMITED,20,"-"
BRIGADE,EQ,BRIGADE ENTERPRISES LIMITED,20,"-"
BRNL,EQ,BHARAT ROAD NETWORK LIMITED,20,"-"
BROOKS,EQ,BROOKS LABORATORIES LIMITED,20,"-"
BSE500IETF,EQ,ICICI PRUDENTIAL BSE 500 ETF,20,"-"
BSHSL,EQ,BOMBAY SUPER HYBRID SEEDS LIMITED,20,"-"
BSLGOLDETF,EQ,ADITYA BIRLA SUN LIFE GOLD ETF - GROWTH,20,"-"
BSLNIFTY,EQ,ADITYA BIRLA SUN LIFE NIFTY 50 ETF,20,"-"
BSLSENETFG,EQ,ADITYA BIRLA SUN LIFE BSE SENSEX ETF,20,"-"
BULKCORP,SM,BULKCORP INTERNATIONAL LIMITED,20,"-"
BUTTERFLY,EQ,BUTTERFLY GANDHIMATHI APPLIANCES LIMITED,20,"-"
BVCL,EQ,BARAK VALLEY CEMENTS LIMITED,20,"-"
CAMLINFINE,EQ,CAMLIN FINE SCIENCES LIMITED,20,"-"
CAMPUS,EQ,CAMPUS ACTIVEWEAR LIMITED,20,"-"
CANTABIL,EQ,CANTABIL RETAIL INDIA LIMITED,20,"-"
CAPACITE,EQ,CAPACITE INFRAPROJECTS LIMITED,20,"-"
CAPINVIT,IV,CAPITAL INFRA TRUST,20,"-"
CAPITALSFB,EQ,CAPITAL SMALL FINANCE BANK LIMITED,20,"-"
CAPLIPOINT,EQ,CAPLIN POINT LABORATORIES LIMITED,20,"-"
CAPTRUST,EQ,CAPITAL TRUST LIMITED,20,"-"
CARBORUNIV,EQ,CARBORUNDUM UNIVERSAL LIMITED,20,"-"
CAREERP,EQ,CAREER POINT LIMITED,20,"-"
CARERATING,EQ,CARE RATINGS LIMITED,20,"-"
CARTRADE,EQ,CARTRADE TECH LIMITED,20,"-"
CARYSIL,EQ,CARYSIL LIMITED,20,"-"
CASTROLIND,EQ,CASTROL INDIA LIMITED,20,"-"
CCL,EQ,CCL PRODUCTS (INDIA) LIMITED,20,"-"
CEATLTD,EQ,CEAT LIMITED,20,"-"
CELEBRITY,EQ,CELEBRITY FASHIONS LIMITED,20,"-"
CELLO,EQ,CELLO WORLD LIMITED,20,"-"
CELLPOINT,SM,CELL POINT (INDIA) LIMITED,20,"-"
CENTENKA,EQ,CENTURY ENKA LIMITED,20,"-"
CENTEXT,EQ,CENTURY EXTRUSIONS LIMITED,20,"-"
CENTRALBK,EQ,CENTRAL BANK OF INDIA,20,"-"
CENTRUM,EQ,CENTRUM CAPITAL LIMITED,20,"-"
CENTUM,EQ,CENTUM ELECTRONICS LIMITED,20,"-"
CENTURYPLY,EQ,CENTURY PLYBOARDS (INDIA) LIMITED,20,"-"
CERA,EQ,CERA SANITARYWARE LIMITED,20,"-"
CGCL,EQ,CAPRI GLOBAL CAPITAL LIMITED,20,"-"
CGRAPHICS,SM,CREATIVE GRAPHICS SOLUTIONS INDIA LIMITED,20,"-"
CHALET,EQ,CHALET HOTELS LIMITED,20,"-"
CHAMUNDA,SM,CHAMUNDA ELECTRICAL LIMITED,20,"-"
CHAVDA,SM,CHAVDA INFRA LIMITED,20,"-"
CHEMBOND,EQ,CHEMBOND CHEMICALS LTD,20,"-"
CHEMCON,EQ,CHEMCON SPECIALITY CHEMICALS LIMITED,20,"-"
CHEMFAB,EQ,CHEMFAB ALKALIS LIMITED,20,"-"
CHEMPLASTS,EQ,CHEMPLAST SANMAR LIMITED,20,"-"
CHENNPETRO,EQ,CHENNAI PETROLEUM CORPORATION LIMITED,20,"-"
CHETANA,SM,CHETANA EDUCATION LIMITED,20,"-"
CHEVIOT,EQ,CHEVIOT COMPANY LIMITED,20,"-"
CHOICEIN,EQ,CHOICE INTERNATIONAL LIMITED,20,"-"
CHOLAHLDNG,EQ,CHOLAMANDALAM FINANCIAL HOLDINGS LIMITED,20,"-"
CIEINDIA,EQ,CIE AUTOMOTIVE INDIA LIMITED,20,"-"
CIGNITITEC,EQ,CIGNITI TECHNOLOGIES LIMITED,20,"-"
CINEVISTA,EQ,CINEVISTA LIMITED,20,"-"
CLEAN,EQ,CLEAN SCIENCE AND TECHNOLOGY LIMITED,20,"-"
CLEDUCATE,EQ,CL EDUCATE LIMITED,20,"-"
CLSEL,EQ,CHAMAN LAL SETIA EXPORTS LIMITED,20,"-"
CLSL,SM,CROP LIFE SCIENCE LIMITED,20,"-"
CMSINFO,EQ,CMS INFO SYSTEMS LIMITED,20,"-"
COASTCORP,EQ,COASTAL CORPORATION LIMITED,20,"-"
COMMOIETF,EQ,ICICI PRUDENTIAL MUTUAL FUND - ICICI PRUDENTIAL NIFTY COMMODITIES ETF,20,"-"
COMPUSOFT,EQ,COMPUCOM SOFTWARE LIMITED,20,"-"
CONCORDBIO,EQ,CONCORD BIOTECH LIMITED,20,"-"
CONFIPET,EQ,CONFIDENCE PETROLEUM INDIA LIMITED,20,"-"
CONS,EQ,KOTAK NIFTY INDIA CONSUMPTION ETF,20,"-"
CONSOFINVT,EQ,CONSOLIDATED FINVEST & HOLDINGS LIMITED,20,"-"
CONSUMBEES,EQ,NIPPON INDIA ETF NIFTY INDIA CONSUMPTION,20,"-"
CONSUMER,EQ,MIRAE ASSET MF- MIRAE ASSET NIFTY INDIA NEW AGE CONSUMPTION ETF,20,"-"
CONSUMIETF,EQ,ICICI PRUDENTIAL NIFTY INDIA CONSUMPTION ETF,20,"-"
CONTROLPR,EQ,CONTROL PRINT LIMITED,20,"-"
CORALFINAC,EQ,CORAL INDIA FINANCE & HOUSING LIMITED,20,"-"
CORDSCABLE,EQ,CORDS CABLE INDUSTRIES LIMITED,20,"-"
COSMOFIRST,EQ,COSMO FIRST LIMITED,20,"-"
COUNCODOS,EQ,COUNTRY CONDO'S LIMITED,20,"-"
CPSEETF,EQ,CPSE ETF,20,"-"
CRAFTSMAN,EQ,CRAFTSMAN AUTOMATION LIMITED,20,"-"
CRAYONS,SM,CRAYONS ADVERTISING LIMITED,20,"-"
CREATIVE,EQ,CREATIVE NEWTECH LIMITED,20,"-"
CREDITACC,EQ,CREDITACCESS GRAMEEN LIMITED,20,"-"
CREST,EQ,CREST VENTURES LIMITED,20,"-"
CRISIL,EQ,CRISIL LIMITED,20,"-"
CSBBANK,EQ,CSB BANK LIMITED,20,"-"
CSLFINANCE,EQ,CSL FINANCE LIMITED,20,"-"
CUBEINVIT,IV,CUBE HIGHWAYS TRUST,20,"-"
CUPID,EQ,CUPID LIMITED,20,"-"
CYBERMEDIA,EQ,CYBER MEDIA (INDIA) LIMITED,20,"-"
CYBERTECH,EQ,CYBERTECH SYSTEMS AND SOFTWARE LIMITED,20,"-"
CYIENTDLM,EQ,CYIENT DLM LIMITED,20,"-"
DALMIASUG,EQ,DALMIA BHARAT SUGAR AND INDUSTRIES LIMITED,20,"-"
DAMCAPITAL,EQ,DAM CAPITAL ADVISORS LIMITED,20,"-"
DAMODARIND,EQ,DAMODAR INDUSTRIES LIMITED,20,"-"
DANGEE,EQ,DANGEE DUMS LIMITED,20,"-"
DANISH,SM,DANISH POWER LIMITED,20,"-"
DATAMATICS,EQ,DATAMATICS GLOBAL SERVICES LIMITED,20,"-"
DATAPATTNS,EQ,DATA PATTERNS (INDIA) LIMITED,20,"-"
DAVANGERE,EQ,DAVANGERE SUGAR COMPANY LIMITED,20,"-"
DBCORP,EQ,D.B.CORP LIMITED,20,"-"
DBEIL,EQ,DEEPAK BUILDERS & ENGINEERS INDIA LIMITED,20,"-"
DBL,EQ,DILIP BUILDCON LIMITED,20,"-"
DBOL,EQ,DHAMPUR BIO ORGANICS LIMITED,20,"-"
DBREALTY,EQ,VALOR ESTATE LIMITED,20,"-"
DBSTOCKBRO,EQ,DB (INTERNATIONAL) STOCK BROKERS LIMITED,20,"-"
